ID_Pedido,Data_Pedido,Nome_Produto,Categoria,Preco_Unitario,Quantidade,ID_Cliente,Cidade,Estado
1062,2025-01-13 17:00:00,Condicionador Luxo,Banho,55.24,9,208,Rio de Janeiro,RJ
1063,2025-01-13 10:00:00,Gloss Crystal,Maquiagem,50.0,6,120,Belém,PA
1064,2025-01-13 16:00:00,Perfume Bloom,Perfumaria,100.0,7,237,Belo Horizonte,MG
1065,2025-01-14 19:00:00,Batom Matte,Maquiagem,85.0,8,199,Curitiba,PR
1066,2025-01-14 18:00:00,Base Lux,Maquiagem,80.0,9,164,São Paulo,SP
1067,2025-01-14 22:00:00,Gloss Crystal,Maquiagem,50.0,1,181,Manaus,AM
1068,2025-01-14 02:00:00,Batom Matte,Maquiagem,85.0,7,197,Belo Horizonte,MG
1069,2025-01-14 03:00:00,Perfume Aurora,Perfumaria,150.0,3,209,Manaus,AM
1070,2025-01-15 04:00:00,Perfume Elegance,Perfumaria,350.0,4,236,Belo Horizonte,MG
1071,2025-01-15 08:00:00,Esfoliante Premium,Banho,46.08,7,175,Manaus,AM
1072,2025-01-15 08:00:00,Gloss Crystal,Maquiagem,50.0,7,162,Curitiba,PR
1073,2025-01-15 00:00:00,Perfume Aurora,Perfumaria,150.0,7,191,São Paulo,SP
1074,2025-01-15 05:00:00,Condicionador Luxo,Banho,55.72,2,139,Manaus,AM
1075,2025-01-16 11:00:00,Condicionador Luxo,Banho,55.09,4,246,Belo Horizonte,MG
1076,2025-01-16 16:00:00,Perfume Elegance,Perfumaria,350.0,3,169,Curitiba,PR
1077,2025-01-16 04:00:00,Batom Matte,Maquiagem,85.0,3,129,Belo Horizonte,MG
1078,2025-01-16 22:00:00,Gloss Crystal,Maquiagem,50.0,5,246,Rio de Janeiro,RJ
1079,2025-01-16 04:00:00,Perfume Elegance,Perfumaria,350.0,2,242,São Paulo,SP
1080,2025-01-17 06:00:00,Perfume Aurora,Perfumaria,150.0,8,132,Belo Horizonte,MG
1081,2025-01-17 02:00:00,Gloss Crystal,Maquiagem,50.0,3,154,Curitiba,PR
1082,2025-01-17 03:00:00,Perfume Bloom,Perfumaria,100.0,7,133,São Luís,MA
1083,2025-01-17 15:00:00,Perfume Aurora,Perfumaria,150.0,5,150,Salvador,BA
1084,2025-01-17 00:00:00,Condicionador Luxo,Banho,55.89,7,212,Fortaleza,CE
1085,2025-01-18 13:00:00,Perfume Bloom,Perfumaria,100.0,7,231,Curitiba,PR
1086,2025-01-18 05:00:00,Esfoliante Premium,Banho,49.09,4,132,Rio de Janeiro,RJ
1087,2025-01-18 09:00:00,Base Lux,Maquiagem,80.0,9,148,Curitiba,PR
1088,2025-01-18 16:00:00,Esfoliante Premium,Banho,48.76,8,232,Rio de Janeiro,RJ
1089,2025-01-18 20:00:00,Perfume Bloom,Perfumaria,100.0,6,229,Manaus,AM
1090,2025-01-19 08:00:00,Esfoliante Premium,Banho,45.44,3,224,Rio de Janeiro,RJ
1091,2025-01-19 11:00:00,Base Lux,Maquiagem,80.0,8,132,Belém,PA
1092,2025-01-19 15:00:00,Batom Matte,Maquiagem,85.0,6,116,Belém,PA
1093,2025-01-19 06:00:00,Base Lux,Maquiagem,80.0,9,204,Rio de Janeiro,RJ
1094,2025-01-19 16:00:00,Batom Matte,Maquiagem,85.0,5,128,Manaus,AM
1095,2025-01-20 22:00:00,Base Lux,Maquiagem,80.0,6,120,Manaus,AM
1096,2025-01-20 03:00:00,Perfume Aurora,Perfumaria,150.0,9,237,Salvador,BA
1097,2025-01-20 14:00:00,Condicionador Luxo,Banho,54.97,1,157,Salvador,BA
1098,2025-01-20 00:00:00,Base Lux,Maquiagem,80.0,2,214,Salvador,BA
1099,2025-01-20 09:00:00,Perfume Elegance,Perfumaria,350.0,5,112,Curitiba,PR
1100,2025-01-21 00:00:00,Perfume Elegance,Perfumaria,350.0,6,239,Salvador,BA
1101,2025-01-21 10:00:00,Perfume Aurora,Perfumaria,150.0,3,213,Porto Alegre,RS
1102,2025-01-21 23:00:00,Batom Matte,Maquiagem,85.0,3,160,Curitiba,PR
1103,2025-01-21 17:00:00,Perfume Aurora,Perfumaria,150.0,4,149,Belém,PA
1104,2025-01-21 18:00:00,Condicionador Luxo,Banho,58.28,2,161,Rio de Janeiro,RJ
1105,2025-01-22 11:00:00,Perfume Aurora,Perfumaria,150.0,7,172,Belo Horizonte,MG
1106,2025-01-22 08:00:00,Gloss Crystal,Maquiagem,50.0,5,148,Manaus,AM
1107,2025-01-22 18:00:00,Perfume Aurora,Perfumaria,150.0,5,102,São Luís,MA
1108,2025-01-22 14:00:00,Condicionador Luxo,Banho,56.74,6,187,Porto Alegre,RS
1109,2025-01-22 22:00:00,Perfume Aurora,Perfumaria,150.0,8,120,Rio de Janeiro,RJ
1110,2025-01-23 09:00:00,Perfume Bloom,Perfumaria,100.0,6,139,Belém,PA
1111,2025-01-23 18:00:00,Perfume Aurora,Perfumaria,150.0,9,169,Porto Alegre,RS
1112,2025-01-23 06:00:00,Batom Matte,Maquiagem,85.0,2,192,Fortaleza,CE
1113,2025-01-23 21:00:00,Esfoliante Premium,Banho,45.74,4,182,Fortaleza,CE
1114,2025-01-23 13:00:00,Gloss Crystal,Maquiagem,50.0,7,112,Rio de Janeiro,RJ
1115,2025-01-24 05:00:00,Perfume Bloom,Perfumaria,100.0,8,151,Manaus,AM
1116,2025-01-24 03:00:00,Gloss Crystal,Maquiagem,50.0,8,186,São Luís,MA
1117,2025-01-24 12:00:00,Perfume Bloom,Perfumaria,100.0,9,140,Fortaleza,CE
1118,2025-01-24 04:00:00,Perfume Bloom,Perfumaria,100.0,1,110,Porto Alegre,RS
1119,2025-01-24 22:00:00,Perfume Bloom,Perfumaria,100.0,7,122,Manaus,AM
1120,2025-01-25 12:00:00,Perfume Aurora,Perfumaria,150.0,1,198,Salvador,BA
1121,2025-01-25 17:00:00,Perfume Bloom,Perfumaria,100.0,4,119,Rio de Janeiro,RJ
1122,2025-01-25 18:00:00,Perfume Elegance,Perfumaria,350.0,7,127,Belo Horizonte,MG
1123,2025-01-25 07:00:00,Perfume Aurora,Perfumaria,150.0,1,196,Manaus,AM
1124,2025-01-25 16:00:00,Batom Matte,Maquiagem,85.0,6,132,São Paulo,SP
1125,2025-01-26 22:00:00,Base Lux,Maquiagem,80.0,6,128,Manaus,AM
1126,2025-01-26 08:00:00,Batom Matte,Maquiagem,85.0,7,167,São Luís,MA
1127,2025-01-26 19:00:00,Base Lux,Maquiagem,80.0,8,241,Manaus,AM
1128,2025-01-26 18:00:00,Perfume Aurora,Perfumaria,150.0,9,192,Belo Horizonte,MG
1129,2025-01-26 00:00:00,Perfume Bloom,Perfumaria,100.0,8,115,Curitiba,PR
1130,2025-01-27 20:00:00,Condicionador Luxo,Banho,55.18,6,239,São Luís,MA
1131,2025-01-27 13:00:00,Esfoliante Premium,Banho,47.06,3,134,São Luís,MA
1132,2025-01-27 04:00:00,Perfume Elegance,Perfumaria,350.0,7,245,Salvador,BA
1133,2025-01-27 14:00:00,Batom Matte,Maquiagem,85.0,1,174,Rio de Janeiro,RJ
1134,2025-01-27 12:00:00,Condicionador Luxo,Banho,55.75,3,168,Salvador,BA
1135,2025-01-28 20:00:00,Gloss Crystal,Maquiagem,50.0,5,200,Curitiba,PR
1136,2025-01-28 07:00:00,Perfume Elegance,Perfumaria,350.0,3,231,Belo Horizonte,MG
1137,2025-01-28 12:00:00,Esfoliante Premium,Banho,50.0,9,194,Salvador,BA
1138,2025-01-28 11:00:00,Perfume Bloom,Perfumaria,100.0,9,107,Curitiba,PR
1139,2025-01-28 15:00:00,Gloss Crystal,Maquiagem,50.0,7,176,Manaus,AM
1140,2025-01-29 22:00:00,Condicionador Luxo,Banho,57.16,9,190,Salvador,BA
1141,2025-01-29 04:00:00,Perfume Aurora,Perfumaria,150.0,9,112,São Paulo,SP
1142,2025-01-29 08:00:00,Esfoliante Premium,Banho,47.72,8,240,São Paulo,SP
1143,2025-01-29 04:00:00,Base Lux,Maquiagem,80.0,2,244,Manaus,AM
1144,2025-01-29 21:00:00,Batom Matte,Maquiagem,85.0,8,103,Porto Alegre,RS
1145,2025-01-30 03:00:00,Perfume Aurora,Perfumaria,150.0,1,182,Manaus,AM
1146,2025-01-30 05:00:00,Perfume Aurora,Perfumaria,150.0,8,105,Belém,PA
1147,2025-01-30 10:00:00,Perfume Bloom,Perfumaria,100.0,8,226,Belo Horizonte,MG
1148,2025-01-30 16:00:00,Esfoliante Premium,Banho,45.44,4,178,Porto Alegre,RS
1149,2025-01-30 06:00:00,Gloss Crystal,Maquiagem,50.0,4,205,Curitiba,PR
1150,2025-01-31 11:00:00,Base Lux,Maquiagem,80.0,8,147,Curitiba,PR
1151,2025-01-31 21:00:00,Perfume Bloom,Perfumaria,100.0,2,242,Belo Horizonte,MG
1152,2025-01-31 07:00:00,Batom Matte,Maquiagem,85.0,4,141,Curitiba,PR
1153,2025-01-31 12:00:00,Perfume Bloom,Perfumaria,100.0,1,199,Porto Alegre,RS
1154,2025-01-31 05:00:00,Perfume Elegance,Perfumaria,350.0,2,244,Rio de Janeiro,RJ
1155,2025-02-01 05:00:00,Condicionador Luxo,Banho,56.97,1,135,São Paulo,SP
1156,2025-02-01 21:00:00,Condicionador Luxo,Banho,56.22,2,246,São Luís,MA
1157,2025-02-01 13:00:00,Base Lux,Maquiagem,80.0,2,156,Fortaleza,CE
1158,2025-02-01 18:00:00,Esfoliante Premium,Banho,47.6,4,203,Porto Alegre,RS
1159,2025-02-01 23:00:00,Perfume Bloom,Perfumaria,100.0,4,224,Porto Alegre,RS
1160,2025-02-02 19:00:00,Batom Matte,Maquiagem,85.0,7,238,Fortaleza,CE
1161,2025-02-02 23:00:00,Perfume Bloom,Perfumaria,100.0,3,248,Salvador,BA
1162,2025-02-02 17:00:00,Perfume Aurora,Perfumaria,150.0,9,205,Porto Alegre,RS
1163,2025-02-02 10:00:00,Perfume Bloom,Perfumaria,100.0,6,117,São Paulo,SP
1164,2025-02-02 11:00:00,Base Lux,Maquiagem,80.0,5,240,Salvador,BA
1165,2025-02-03 09:00:00,Base Lux,Maquiagem,80.0,4,214,Belém,PA
1166,2025-02-03 06:00:00,Batom Matte,Maquiagem,85.0,1,166,Belo Horizonte,MG
1167,2025-02-03 08:00:00,Base Lux,Maquiagem,80.0,8,227,Belo Horizonte,MG
1168,2025-02-03 23:00:00,Perfume Elegance,Perfumaria,350.0,6,247,Rio de Janeiro,RJ
1169,2025-02-03 03:00:00,Perfume Bloom,Perfumaria,100.0,9,158,Belo Horizonte,MG
1170,2025-02-04 05:00:00,Perfume Aurora,Perfumaria,150.0,2,130,Fortaleza,CE
1171,2025-02-04 00:00:00,Condicionador Luxo,Banho,55.12,3,205,Manaus,AM
1172,2025-02-04 10:00:00,Perfume Elegance,Perfumaria,350.0,5,132,Belém,PA
1173,2025-02-04 12:00:00,Base Lux,Maquiagem,80.0,6,121,Salvador,BA
1174,2025-02-04 19:00:00,Condicionador Luxo,Banho,55.71,1,118,Manaus,AM
1175,2025-02-05 20:00:00,Batom Matte,Maquiagem,85.0,8,185,Belo Horizonte,MG
1176,2025-02-05 05:00:00,Batom Matte,Maquiagem,85.0,9,109,Porto Alegre,RS
1177,2025-02-05 02:00:00,Condicionador Luxo,Banho,56.01,9,168,São Paulo,SP
1178,2025-02-05 22:00:00,Esfoliante Premium,Banho,47.3,9,227,Porto Alegre,RS
1179,2025-02-05 02:00:00,Condicionador Luxo,Banho,54.63,8,174,Manaus,AM
1180,2025-02-06 12:00:00,Perfume Bloom,Perfumaria,100.0,3,130,Manaus,AM
1181,2025-02-06 07:00:00,Esfoliante Premium,Banho,45.45,6,143,São Luís,MA
1182,2025-02-06 06:00:00,Perfume Bloom,Perfumaria,100.0,8,129,Belém,PA
1183,2025-02-06 14:00:00,Condicionador Luxo,Banho,58.77,6,196,São Luís,MA
1184,2025-02-06 13:00:00,Perfume Elegance,Perfumaria,350.0,2,107,Porto Alegre,RS
1185,2025-02-07 16:00:00,Esfoliante Premium,Banho,46.12,6,164,Manaus,AM
1186,2025-02-07 00:00:00,Esfoliante Premium,Banho,49.25,9,234,São Paulo,SP
1187,2025-02-07 13:00:00,Batom Matte,Maquiagem,85.0,1,164,São Luís,MA
1188,2025-02-07 10:00:00,Batom Matte,Maquiagem,85.0,6,185,São Paulo,SP
1189,2025-02-07 08:00:00,Condicionador Luxo,Banho,59.49,2,173,Fortaleza,CE
1190,2025-02-08 18:00:00,Condicionador Luxo,Banho,55.87,9,141,São Luís,MA
1191,2025-02-08 04:00:00,Gloss Crystal,Maquiagem,50.0,6,146,Manaus,AM
1192,2025-02-08 06:00:00,Perfume Bloom,Perfumaria,100.0,8,131,Salvador,BA
1193,2025-02-08 08:00:00,Perfume Aurora,Perfumaria,150.0,1,110,São Paulo,SP
1194,2025-02-08 05:00:00,Batom Matte,Maquiagem,85.0,6,147,Manaus,AM
1195,2025-02-09 13:00:00,Perfume Bloom,Perfumaria,100.0,5,240,Rio de Janeiro,RJ
1196,2025-02-09 20:00:00,Perfume Bloom,Perfumaria,100.0,4,224,Manaus,AM
1197,2025-02-09 18:00:00,Batom Matte,Maquiagem,85.0,3,176,São Paulo,SP
1198,2025-02-09 13:00:00,Esfoliante Premium,Banho,46.27,1,105,São Luís,MA
1199,2025-02-09 03:00:00,Base Lux,Maquiagem,80.0,4,143,Curitiba,PR
1200,2025-02-10 11:00:00,Perfume Bloom,Perfumaria,100.0,2,156,Manaus,AM
1201,2025-02-10 08:00:00,Gloss Crystal,Maquiagem,50.0,8,167,Belém,PA
1202,2025-02-10 20:00:00,Perfume Elegance,Perfumaria,350.0,5,131,Salvador,BA
1203,2025-02-10 21:00:00,Esfoliante Premium,Banho,47.84,3,150,Porto Alegre,RS
1204,2025-02-10 20:00:00,Gloss Crystal,Maquiagem,50.0,5,200,Fortaleza,CE
1205,2025-02-11 04:00:00,Gloss Crystal,Maquiagem,50.0,5,247,Fortaleza,CE
1206,2025-02-11 01:00:00,Perfume Elegance,Perfumaria,350.0,3,217,Salvador,BA
1207,2025-02-11 12:00:00,Perfume Elegance,Perfumaria,350.0,7,170,Belém,PA
1208,2025-02-11 13:00:00,Esfoliante Premium,Banho,48.32,8,232,Manaus,AM
1209,2025-02-11 22:00:00,Base Lux,Maquiagem,80.0,7,180,Fortaleza,CE
1210,2025-02-12 01:00:00,Gloss Crystal,Maquiagem,50.0,6,195,Porto Alegre,RS
1211,2025-02-12 01:00:00,Esfoliante Premium,Banho,46.71,4,121,Belém,PA
1212,2025-02-12 09:00:00,Condicionador Luxo,Banho,59.82,1,104,Salvador,BA
1213,2025-02-12 12:00:00,Gloss Crystal,Maquiagem,50.0,3,231,Rio de Janeiro,RJ
1214,2025-02-12 04:00:00,Batom Matte,Maquiagem,85.0,5,136,Manaus,AM
1215,2025-02-13 11:00:00,Batom Matte,Maquiagem,85.0,3,195,Salvador,BA
1216,2025-02-13 02:00:00,Base Lux,Maquiagem,80.0,3,146,Belo Horizonte,MG
1217,2025-02-13 07:00:00,Gloss Crystal,Maquiagem,50.0,8,144,Porto Alegre,RS
1218,2025-02-13 06:00:00,Perfume Elegance,Perfumaria,350.0,7,228,São Luís,MA
1219,2025-02-13 04:00:00,Gloss Crystal,Maquiagem,50.0,1,133,Porto Alegre,RS
1220,2025-02-14 14:00:00,Base Lux,Maquiagem,80.0,2,171,Porto Alegre,RS
1221,2025-02-14 02:00:00,Batom Matte,Maquiagem,85.0,1,239,Curitiba,PR
1222,2025-02-14 13:00:00,Perfume Aurora,Perfumaria,150.0,9,117,Manaus,AM
1223,2025-02-14 21:00:00,Perfume Aurora,Perfumaria,150.0,2,157,Curitiba,PR
1224,2025-02-14 04:00:00,Perfume Aurora,Perfumaria,150.0,3,248,Rio de Janeiro,RJ
1225,2025-02-15 18:00:00,Base Lux,Maquiagem,80.0,8,139,Fortaleza,CE
1226,2025-02-15 01:00:00,Gloss Crystal,Maquiagem,50.0,2,123,Manaus,AM
1227,2025-02-15 03:00:00,Perfume Aurora,Perfumaria,150.0,6,238,Manaus,AM
1228,2025-02-15 07:00:00,Base Lux,Maquiagem,80.0,2,125,Fortaleza,CE
1229,2025-02-15 04:00:00,Gloss Crystal,Maquiagem,50.0,6,200,São Paulo,SP
1230,2025-02-16 10:00:00,Esfoliante Premium,Banho,47.04,8,226,Porto Alegre,RS
1231,2025-02-16 20:00:00,Batom Matte,Maquiagem,85.0,5,169,Salvador,BA
1232,2025-02-16 19:00:00,Gloss Crystal,Maquiagem,50.0,7,249,Belém,PA
1233,2025-02-16 20:00:00,Perfume Aurora,Perfumaria,150.0,9,195,Curitiba,PR
1234,2025-02-16 18:00:00,Condicionador Luxo,Banho,54.75,6,176,São Luís,MA
1235,2025-02-17 14:00:00,Gloss Crystal,Maquiagem,50.0,6,195,Belo Horizonte,MG
1236,2025-02-17 08:00:00,Base Lux,Maquiagem,80.0,6,224,Curitiba,PR
1237,2025-02-17 03:00:00,Condicionador Luxo,Banho,58.0,5,188,Belém,PA
1238,2025-02-17 03:00:00,Batom Matte,Maquiagem,85.0,7,238,Belo Horizonte,MG
1239,2025-02-17 10:00:00,Perfume Aurora,Perfumaria,150.0,6,190,Curitiba,PR
1240,2025-02-18 00:00:00,Batom Matte,Maquiagem,85.0,3,244,Belém,PA
1241,2025-02-18 18:00:00,Condicionador Luxo,Banho,59.92,3,125,Belo Horizonte,MG
1242,2025-02-18 19:00:00,Condicionador Luxo,Banho,58.02,4,229,Curitiba,PR
1243,2025-02-18 04:00:00,Perfume Bloom,Perfumaria,100.0,4,152,São Paulo,SP
1244,2025-02-18 02:00:00,Base Lux,Maquiagem,80.0,3,125,São Paulo,SP
1245,2025-02-19 23:00:00,Base Lux,Maquiagem,80.0,1,144,Rio de Janeiro,RJ
1246,2025-02-19 04:00:00,Batom Matte,Maquiagem,85.0,3,122,Salvador,BA
1247,2025-02-19 09:00:00,Perfume Elegance,Perfumaria,350.0,2,166,Belém,PA
1248,2025-02-19 22:00:00,Condicionador Luxo,Banho,54.76,5,118,Porto Alegre,RS
1249,2025-02-19 18:00:00,Batom Matte,Maquiagem,85.0,7,171,Belo Horizonte,MG
1250,2025-02-20 05:00:00,Esfoliante Premium,Banho,45.82,8,174,São Paulo,SP
1251,2025-02-20 05:00:00,Condicionador Luxo,Banho,58.7,7,236,Belo Horizonte,MG
1252,2025-02-20 19:00:00,Esfoliante Premium,Banho,45.94,1,116,Manaus,AM
1253,2025-02-20 20:00:00,Esfoliante Premium,Banho,49.58,6,193,Fortaleza,CE
1254,2025-02-20 18:00:00,Perfume Aurora,Perfumaria,150.0,4,240,Fortaleza,CE
1255,2025-02-21 12:00:00,Perfume Aurora,Perfumaria,150.0,5,189,Fortaleza,CE
1256,2025-02-21 16:00:00,Perfume Bloom,Perfumaria,100.0,5,130,Manaus,AM
1257,2025-02-21 10:00:00,Perfume Aurora,Perfumaria,150.0,1,132,São Luís,MA
1258,2025-02-21 09:00:00,Base Lux,Maquiagem,80.0,6,193,Curitiba,PR
1259,2025-02-21 06:00:00,Base Lux,Maquiagem,80.0,8,191,Rio de Janeiro,RJ
1260,2025-02-22 07:00:00,Perfume Elegance,Perfumaria,350.0,1,215,Fortaleza,CE
1261,2025-02-22 14:00:00,Perfume Bloom,Perfumaria,100.0,8,203,São Paulo,SP
1262,2025-02-22 19:00:00,Gloss Crystal,Maquiagem,50.0,9,193,Porto Alegre,RS
1263,2025-02-22 14:00:00,Batom Matte,Maquiagem,85.0,8,237,Belo Horizonte,MG
1264,2025-02-22 13:00:00,Esfoliante Premium,Banho,48.43,1,192,São Paulo,SP
1265,2025-02-23 15:00:00,Perfume Aurora,Perfumaria,150.0,3,122,Belém,PA
1266,2025-02-23 15:00:00,Perfume Bloom,Perfumaria,100.0,9,146,Porto Alegre,RS
1267,2025-02-23 05:00:00,Base Lux,Maquiagem,80.0,8,158,Salvador,BA
1268,2025-02-23 07:00:00,Perfume Elegance,Perfumaria,350.0,8,165,Fortaleza,CE
1269,2025-02-23 20:00:00,Esfoliante Premium,Banho,48.51,1,135,Rio de Janeiro,RJ
1270,2025-02-24 07:00:00,Perfume Aurora,Perfumaria,150.0,4,182,Salvador,BA
1271,2025-02-24 04:00:00,Perfume Aurora,Perfumaria,150.0,5,202,Curitiba,PR
1272,2025-02-24 07:00:00,Batom Matte,Maquiagem,85.0,1,119,Manaus,AM
1273,2025-02-24 12:00:00,Gloss Crystal,Maquiagem,50.0,8,161,Fortaleza,CE
1274,2025-02-24 12:00:00,Esfoliante Premium,Banho,45.14,7,209,Salvador,BA
1275,2025-02-25 20:00:00,Batom Matte,Maquiagem,85.0,8,186,Manaus,AM
1276,2025-02-25 04:00:00,Perfume Elegance,Perfumaria,350.0,3,209,São Paulo,SP
1277,2025-02-25 21:00:00,Base Lux,Maquiagem,80.0,9,151,Salvador,BA
1278,2025-02-25 05:00:00,Gloss Crystal,Maquiagem,50.0,4,162,Manaus,AM
1279,2025-02-25 06:00:00,Batom Matte,Maquiagem,85.0,6,135,Belo Horizonte,MG
1280,2025-02-26 08:00:00,Esfoliante Premium,Banho,49.82,2,158,Salvador,BA
1281,2025-02-26 01:00:00,Perfume Bloom,Perfumaria,100.0,3,133,São Luís,MA
1282,2025-02-26 00:00:00,Perfume Aurora,Perfumaria,150.0,9,161,Manaus,AM
1283,2025-02-26 07:00:00,Esfoliante Premium,Banho,47.24,1,230,São Luís,MA
1284,2025-02-26 03:00:00,Perfume Aurora,Perfumaria,150.0,9,134,Curitiba,PR
1285,2025-02-27 10:00:00,Perfume Aurora,Perfumaria,150.0,1,194,Manaus,AM
